FullName,Email,Phone,TransactionType,Amount,TransactionDate,AccountType,Balance,OpeningDate,LoanAmount,LoanType,StartDate,EndDate,InterestRate,FirstName,LastName
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,348.35,2022-01-04,Savings,6495.7,2023-02-09,38009.14,Personal,2023-04-11,2052-03-25 04:59:17.906900,5.8,Sharon,Dunn
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,348.35,2022-01-04,Savings,6495.7,2023-02-09,22725.99,Auto,2019-07-11,2045-04-16 04:59:17.907015,5.42,Sharon,Dunn
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,348.35,2022-01-04,Savings,6495.7,2023-02-09,8040.33,Mortgage,2019-03-28,2026-12-04 04:59:17.912840,6.4,Sharon,Dunn
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,deposit,186.85,2019-06-21,Credit,7252.65,2019-03-14,11074.47,Personal,2022-02-11,2032-05-06 04:59:17.908590,5.36,Paul,Noble
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,deposit,186.85,2019-06-21,Credit,7252.65,2019-03-14,38903.23,Personal,2021-07-14,2042-10-07 04:59:17.909559,2.28,Paul,Noble
Tommy Brooks,burtonjames@example.com,(534)691-4906,deposit,345.24,2022-10-23,Savings,8268.0,2021-01-09,35994.71,Mortgage,2023-09-03,2048-05-11 04:59:17.914622,3.52,Tommy,Brooks
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,withdrawal,96.95,2022-06-28,Credit,9382.52,2022-08-17,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89,Sabrina,Juarez
Jasmin Palmer,lucascharles@example.com,827.703.9796x89557,withdrawal,386.17,2021-07-18,Checking,485.78,2020-12-04,0.0,Unknown,,,0.0,Jasmin,Palmer
Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,deposit,363.68,2023-02-16,Credit,5388.75,2020-08-09,0.0,Unknown,,,0.0,Kenneth,Davis
Richard Pearson,anthonyholloway@example.net,458.559.1555x601,deposit,49.79,2022-11-19,Credit,2920.52,2023-12-09,0.0,Unknown,,,0.0,Richard,Pearson
Daniel Newman,potterrichard@example.com,001-541-774-7582x00497,withdrawal,305.06,2023-11-17,Savings,2813.49,2023-10-01,0.0,Unknown,,,0.0,Daniel,Newman
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,82.96,2022-03-03,Savings,4650.84,2022-01-12,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48,Christopher,Harvey
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,82.96,2022-03-03,Savings,4650.84,2022-01-12,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95,Christopher,Harvey
Christopher Anderson,gwarner@example.com,2545902373,deposit,268.32,2024-01-09,Credit,7306.58,2021-08-01,36110.97,Mortgage,2022-05-30,2031-04-08 04:59:17.905508,6.9,Christopher,Anderson
Christopher Anderson,gwarner@example.com,2545902373,deposit,268.32,2024-01-09,Credit,7306.58,2021-08-01,25453.13,Mortgage,2022-07-25,2026-07-02 04:59:17.911685,5.76,Christopher,Anderson
Brian Scott,marquezgeorge@example.org,001-925-602-1058x78333,deposit,256.19,2023-12-28,Savings,3935.69,2023-04-29,0.0,Unknown,,,0.0,Brian,Scott
Crystal Burns,jbarry@example.net,001-295-729-2302,withdrawal,94.04,2021-06-04,Checking,4723.64,2023-09-20,0.0,Unknown,,,0.0,Crystal,Burns
Shelby Smith,carolyn11@example.com,580.272.0301x65432,withdrawal,50.65,2019-07-24,Savings,9711.25,2019-03-01,0.0,Unknown,,,0.0,Shelby,Smith
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,206.23,2020-02-10,Credit,8536.16,2021-11-21,13273.81,Auto,2019-10-21,2041-11-24 04:59:17.910387,4.37,Kevin,Myers
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,206.23,2020-02-10,Credit,8536.16,2021-11-21,41527.61,Personal,2020-09-04,2031-12-30 04:59:17.912353,5.85,Kevin,Myers
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,206.23,2020-02-10,Credit,8536.16,2021-11-21,15916.26,Mortgage,2021-02-11,2041-08-14 04:59:17.913538,6.87,Kevin,Myers
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,206.23,2020-02-10,Credit,8536.16,2021-11-21,46270.1,Personal,2023-02-12,2030-11-25 04:59:17.914048,6.0,Kevin,Myers
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,365.32,2021-06-18,Checking,3929.98,2019-05-20,33579.17,Personal,2022-07-10,2029-09-09 04:59:17.905381,4.84,Cody,Jenkins
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,365.32,2021-06-18,Checking,3929.98,2019-05-20,20706.59,Mortgage,2021-02-23,2047-04-20 04:59:17.911914,5.64,Cody,Jenkins
Steven Miller,johnwright@example.org,+1-230-989-3125x913,withdrawal,402.94,2022-05-03,Savings,7236.39,2019-08-08,46119.69,Personal,2019-05-12,2026-04-20 04:59:17.907406,4.84,Steven,Miller
Steven Miller,johnwright@example.org,+1-230-989-3125x913,withdrawal,402.94,2022-05-03,Savings,7236.39,2019-08-08,20834.23,Personal,2020-09-21,2044-10-18 04:59:17.911066,7.49,Steven,Miller
Jose Davis,adam18@example.com,001-372-794-0132x70818,deposit,272.3,2023-08-07,Checking,9908.2,2022-07-19,0.0,Unknown,,,0.0,Jose,Davis
Jose Davis,adam18@example.com,001-372-794-0132x70818,deposit,22.75,2019-06-12,Checking,9908.2,2022-07-19,0.0,Unknown,,,0.0,Jose,Davis
Eric Anderson,spencer16@example.com,851-945-5888,withdrawal,53.41,2024-01-05,Savings,1308.27,2022-08-15,0.0,Unknown,,,0.0,Eric,Anderson
Peter Callahan,miranda13@example.org,+1-790-969-3518,withdrawal,268.05,2020-04-12,Checking,6400.46,2021-03-22,32850.56,Personal,2021-11-24,2030-09-22 04:59:17.907706,2.81,Peter,Callahan
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,56.55,2023-06-18,Savings,1443.64,2020-05-30,49675.33,Auto,2021-12-13,2036-08-10 04:59:17.909048,3.89,Deborah,Jenkins
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,56.55,2023-06-18,Savings,1443.64,2020-05-30,31033.48,Personal,2023-11-11,2051-04-06 04:59:17.911837,5.66,Deborah,Jenkins
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,56.55,2023-06-18,Savings,1443.64,2020-05-30,49754.29,Mortgage,2019-11-14,2037-12-30 04:59:17.914202,4.83,Deborah,Jenkins
Jason Bennett,joseph97@example.net,(632)674-7662x30858,withdrawal,367.64,2019-09-20,Credit,8482.27,2022-05-07,42355.47,Mortgage,2019-02-23,2036-08-20 04:59:17.911618,7.05,Jason,Bennett
Jason Bennett,joseph97@example.net,(632)674-7662x30858,withdrawal,367.64,2019-09-20,Credit,8482.27,2022-05-07,35193.83,Mortgage,2021-01-17,2029-09-08 04:59:17.912750,1.85,Jason,Bennett
Chad Jensen,ambertaylor@example.org,6576129629,withdrawal,155.36,2019-05-11,Credit,6177.48,2023-12-16,0.0,Unknown,,,0.0,Chad,Jensen
Robert Mendez,evelynpatterson@example.org,759.294.8819,deposit,39.96,2022-12-31,Credit,1591.26,2019-08-22,0.0,Unknown,,,0.0,Robert,Mendez
Jason Martin,isabella87@example.com,+1-990-327-2307x7625,deposit,134.8,2021-03-21,Checking,4797.54,2022-03-28,8419.93,Personal,2021-10-29,2038-03-25 04:59:17.908413,4.1,Jason,Martin
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,271.95,2020-10-19,Savings,1443.64,2020-05-30,49675.33,Auto,2021-12-13,2036-08-10 04:59:17.909048,3.89,Deborah,Jenkins
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,271.95,2020-10-19,Savings,1443.64,2020-05-30,31033.48,Personal,2023-11-11,2051-04-06 04:59:17.911837,5.66,Deborah,Jenkins
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,271.95,2020-10-19,Savings,1443.64,2020-05-30,49754.29,Mortgage,2019-11-14,2037-12-30 04:59:17.914202,4.83,Deborah,Jenkins
Joseph Jacobs,uarmstrong@example.com,467-205-7041,deposit,166.03,2022-04-02,Credit,4772.63,2022-05-25,0.0,Unknown,,,0.0,Joseph,Jacobs
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,461.82,2022-11-28,Credit,2881.24,2019-05-06,32428.9,Mortgage,2021-06-24,2050-01-08 04:59:17.907588,2.12,Geoffrey,Banks
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,461.82,2022-11-28,Credit,2881.24,2019-05-06,31406.77,Personal,2021-02-27,2038-10-12 04:59:17.907821,4.63,Geoffrey,Banks
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,461.82,2022-11-28,Credit,2881.24,2019-05-06,27834.0,Personal,2019-12-05,2037-08-15 04:59:17.909497,2.15,Geoffrey,Banks
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,461.82,2022-11-28,Credit,2881.24,2019-05-06,27873.08,Auto,2022-01-19,2037-06-03 04:59:17.913974,7.03,Geoffrey,Banks
Danny Brown,michellearnold@example.org,824-606-7014x9045,withdrawal,409.38,2023-01-10,Savings,9418.14,2021-01-26,12965.19,Mortgage,2022-07-17,2032-12-27 04:59:17.908534,7.43,Danny,Brown
Christopher Henson,walkerjohn@example.net,435.452.9057,withdrawal,477.67,2019-09-08,Checking,9224.91,2021-03-03,38654.49,Auto,2023-07-26,2026-04-06 04:59:17.906452,7.2,Christopher,Henson
Lauren Gray,kenneth99@example.net,218.715.2894x614,withdrawal,447.32,2020-12-07,Checking,4765.84,2022-02-19,48933.91,Auto,2020-08-06,2036-11-01 04:59:17.905052,4.43,Lauren,Gray
Lauren Gray,kenneth99@example.net,218.715.2894x614,withdrawal,447.32,2020-12-07,Checking,4765.84,2022-02-19,47062.38,Mortgage,2019-10-22,2047-01-26 04:59:17.909784,6.27,Lauren,Gray
Stacy Oliver,matthew64@example.net,+1-520-295-6567x57281,deposit,29.91,2020-04-15,Checking,3099.96,2023-05-05,0.0,Unknown,,,0.0,Stacy,Oliver
Francisco Potter,joneschristine@example.org,(564)921-3755x708,withdrawal,280.67,2020-02-20,Savings,3346.13,2023-01-20,35115.06,Auto,2023-09-01,2027-05-28 04:59:17.909841,5.87,Francisco,Potter
Kayla Blair,hmcmillan@example.com,(500)245-2355,withdrawal,60.95,2020-01-05,Checking,9925.68,2020-05-04,0.0,Unknown,,,0.0,Kayla,Blair
Brian Dillon,swilson@example.net,001-699-957-2129x33878,deposit,330.14,2021-11-30,Checking,6267.88,2020-01-01,38994.49,Auto,2020-12-24,2026-08-31 04:59:17.910448,5.55,Brian,Dillon
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,338.91,2020-05-16,Checking,4000.76,2023-09-17,38009.14,Personal,2023-04-11,2052-03-25 04:59:17.906900,5.8,Sharon,Dunn
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,338.91,2020-05-16,Checking,4000.76,2023-09-17,22725.99,Auto,2019-07-11,2045-04-16 04:59:17.907015,5.42,Sharon,Dunn
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,338.91,2020-05-16,Checking,4000.76,2023-09-17,8040.33,Mortgage,2019-03-28,2026-12-04 04:59:17.912840,6.4,Sharon,Dunn
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,29.32,2019-06-14,Checking,3929.98,2019-05-20,33579.17,Personal,2022-07-10,2029-09-09 04:59:17.905381,4.84,Cody,Jenkins
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,29.32,2019-06-14,Checking,3929.98,2019-05-20,20706.59,Mortgage,2021-02-23,2047-04-20 04:59:17.911914,5.64,Cody,Jenkins
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,221.71,2023-09-20,Checking,8915.18,2022-06-17,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58,Sarah,Green
Jennifer Powell,steven73@example.com,236-757-3372x60869,deposit,227.09,2022-07-01,Savings,4556.78,2021-05-23,42415.32,Mortgage,2020-10-03,2039-07-31 04:59:17.912086,1.81,Jennifer,Powell
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,98.26,2023-04-28,Checking,7800.33,2023-09-17,49675.33,Auto,2021-12-13,2036-08-10 04:59:17.909048,3.89,Deborah,Jenkins
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,98.26,2023-04-28,Checking,7800.33,2023-09-17,31033.48,Personal,2023-11-11,2051-04-06 04:59:17.911837,5.66,Deborah,Jenkins
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,98.26,2023-04-28,Checking,7800.33,2023-09-17,49754.29,Mortgage,2019-11-14,2037-12-30 04:59:17.914202,4.83,Deborah,Jenkins
Martha Smith,darlenegoodwin@example.net,+1-665-427-6242x5731,deposit,69.6,2022-03-20,Checking,4690.68,2023-10-15,0.0,Unknown,,,0.0,Martha,Smith
Laura Martinez,billy68@example.com,478.350.1644,deposit,116.7,2021-07-29,Savings,2344.76,2021-01-17,14765.02,Personal,2022-05-22,2032-08-04 04:59:17.910888,4.49,Laura,Martinez
Laura Martinez,billy68@example.com,478.350.1644,deposit,116.7,2021-07-29,Savings,2344.76,2021-01-17,14372.77,Auto,2021-10-18,2028-12-22 04:59:17.911129,3.14,Laura,Martinez
Laura Martinez,billy68@example.com,478.350.1644,deposit,116.7,2021-07-29,Savings,2344.76,2021-01-17,33774.39,Auto,2020-03-28,2036-08-07 04:59:17.911474,3.97,Laura,Martinez
Norman Lee,keithgarcia@example.org,+1-225-907-5033,withdrawal,131.83,2019-07-08,Checking,6463.29,2023-10-07,35911.84,Mortgage,2023-02-15,2045-02-21 04:59:17.905175,4.0,Norman,Lee
Norman Lee,keithgarcia@example.org,+1-225-907-5033,withdrawal,131.83,2019-07-08,Checking,6463.29,2023-10-07,14085.72,Personal,2019-04-24,2038-11-17 04:59:17.905253,2.96,Norman,Lee
Norman Lee,keithgarcia@example.org,+1-225-907-5033,withdrawal,131.83,2019-07-08,Checking,6463.29,2023-10-07,26011.89,Personal,2020-01-11,2049-05-18 04:59:17.914544,6.82,Norman,Lee
Christopher Hale,watsondarren@example.org,+1-917-489-0869x753,deposit,439.21,2019-03-19,Checking,5108.1,2023-06-15,28988.77,Personal,2020-03-23,2028-05-28 04:59:17.914468,3.06,Christopher,Hale
Jamie Stone,derekhart@example.org,473.393.2625x19595,withdrawal,394.32,2020-06-14,Savings,618.8,2022-06-07,27719.17,Mortgage,2022-02-12,2053-07-27 04:59:17.910650,1.54,Jamie,Stone
Tommy Brooks,burtonjames@example.com,(534)691-4906,withdrawal,337.16,2022-04-11,Savings,8268.0,2021-01-09,35994.71,Mortgage,2023-09-03,2048-05-11 04:59:17.914622,3.52,Tommy,Brooks
Richard Pearson,anthonyholloway@example.net,458.559.1555x601,withdrawal,482.81,2023-10-09,Credit,2920.52,2023-12-09,0.0,Unknown,,,0.0,Richard,Pearson
Martha Smith,darlenegoodwin@example.net,+1-665-427-6242x5731,deposit,186.9,2021-06-07,Credit,8439.15,2020-11-05,0.0,Unknown,,,0.0,Martha,Smith
Steven Miller,johnwright@example.org,+1-230-989-3125x913,withdrawal,289.72,2020-10-11,Checking,9847.69,2022-10-31,46119.69,Personal,2019-05-12,2026-04-20 04:59:17.907406,4.84,Steven,Miller
Steven Miller,johnwright@example.org,+1-230-989-3125x913,withdrawal,289.72,2020-10-11,Checking,9847.69,2022-10-31,20834.23,Personal,2020-09-21,2044-10-18 04:59:17.911066,7.49,Steven,Miller
Evelyn Ward,paul13@example.org,(347)767-4187,withdrawal,352.65,2023-03-12,Checking,5674.38,2020-08-13,33958.37,Auto,2022-12-19,2036-09-06 04:59:17.905797,5.2,Evelyn,Ward
Evelyn Ward,paul13@example.org,(347)767-4187,withdrawal,352.65,2023-03-12,Checking,5674.38,2020-08-13,12021.11,Personal,2019-03-22,2032-07-01 04:59:17.908931,1.62,Evelyn,Ward
Evelyn Ward,paul13@example.org,(347)767-4187,withdrawal,352.65,2023-03-12,Checking,5674.38,2020-08-13,24333.16,Mortgage,2023-10-17,2025-11-18 04:59:17.915026,1.79,Evelyn,Ward
Christopher Henson,walkerjohn@example.net,435.452.9057,deposit,221.66,2022-05-27,Checking,7423.6,2020-11-04,38654.49,Auto,2023-07-26,2026-04-06 04:59:17.906452,7.2,Christopher,Henson
Kayla Blair,hmcmillan@example.com,(500)245-2355,deposit,224.21,2020-10-02,Credit,9710.61,2019-08-12,0.0,Unknown,,,0.0,Kayla,Blair
Crystal Burns,jbarry@example.net,001-295-729-2302,deposit,359.29,2021-07-06,Savings,6933.89,2019-06-15,0.0,Unknown,,,0.0,Crystal,Burns
Danny Brown,michellearnold@example.org,824-606-7014x9045,deposit,100.25,2022-07-16,Savings,9418.14,2021-01-26,12965.19,Mortgage,2022-07-17,2032-12-27 04:59:17.908534,7.43,Danny,Brown
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,451.04,2022-06-15,Checking,5688.51,2020-08-31,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89,Sabrina,Juarez
Sarah Green,lnelson@example.net,(390)584-3409x128,withdrawal,330.1,2021-09-04,Checking,8915.18,2022-06-17,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58,Sarah,Green
Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,deposit,382.19,2022-07-30,Savings,2901.49,2023-01-07,0.0,Unknown,,,0.0,Kenneth,Davis
Ethan Walker,jessicashah@example.net,001-586-722-3937x922,deposit,157.69,2021-11-01,Credit,2299.16,2023-11-29,39189.96,Auto,2023-07-30,2027-03-06 04:59:17.909710,6.36,Ethan,Walker
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,withdrawal,499.74,2020-02-21,Credit,5566.77,2022-02-27,7941.64,Mortgage,2023-12-12,2032-05-21 04:59:17.907878,2.2,Wesley,Martinez
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,withdrawal,499.74,2020-02-21,Credit,5566.77,2022-02-27,47272.64,Personal,2021-04-06,2028-09-24 04:59:17.910773,5.35,Wesley,Martinez
Tommy Brooks,burtonjames@example.com,(534)691-4906,deposit,147.12,2021-12-19,Savings,5901.01,2021-11-01,35994.71,Mortgage,2023-09-03,2048-05-11 04:59:17.914622,3.52,Tommy,Brooks
Eric Anderson,spencer16@example.com,851-945-5888,withdrawal,29.67,2021-02-13,Savings,3308.76,2019-09-02,0.0,Unknown,,,0.0,Eric,Anderson
Jasmin Palmer,lucascharles@example.com,827.703.9796x89557,deposit,421.41,2023-01-19,Checking,485.78,2020-12-04,0.0,Unknown,,,0.0,Jasmin,Palmer
Desiree Nelson,johnsonhaley@example.com,231.515.3313,deposit,224.63,2019-12-28,Credit,4170.83,2020-11-25,37664.6,Mortgage,2022-12-21,2033-01-26 04:59:17.906957,4.45,Desiree,Nelson
Jamie Stone,derekhart@example.org,473.393.2625x19595,deposit,318.2,2020-07-24,Savings,8252.72,2019-11-16,27719.17,Mortgage,2022-02-12,2053-07-27 04:59:17.910650,1.54,Jamie,Stone
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,180.25,2020-06-23,Checking,2442.05,2021-03-14,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48,Christopher,Harvey
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,180.25,2020-06-23,Checking,2442.05,2021-03-14,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95,Christopher,Harvey
Jennifer Powell,steven73@example.com,236-757-3372x60869,withdrawal,200.51,2022-05-06,Savings,4556.78,2021-05-23,42415.32,Mortgage,2020-10-03,2039-07-31 04:59:17.912086,1.81,Jennifer,Powell
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,deposit,103.39,2019-06-19,Checking,5910.76,2019-04-02,35885.02,Auto,2023-10-06,2037-08-19 04:59:17.906679,5.32,Heather,Williams
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,deposit,103.39,2019-06-19,Checking,5910.76,2019-04-02,39301.99,Mortgage,2019-05-19,2039-11-28 04:59:17.908705,7.19,Heather,Williams
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,deposit,103.39,2019-06-19,Checking,5910.76,2019-04-02,10490.65,Auto,2023-06-01,2032-09-14 04:59:17.910580,2.46,Heather,Williams
Jamie Stone,derekhart@example.org,473.393.2625x19595,deposit,462.94,2019-08-12,Savings,7533.24,2019-04-16,27719.17,Mortgage,2022-02-12,2053-07-27 04:59:17.910650,1.54,Jamie,Stone
Carly Mitchell,zachary24@example.org,(728)923-5061,withdrawal,207.57,2022-04-11,Checking,4092.25,2019-09-26,8056.59,Mortgage,2019-11-16,2032-12-12 04:59:17.905853,7.33,Carly,Mitchell
Tommy Brooks,burtonjames@example.com,(534)691-4906,withdrawal,447.55,2022-04-07,Savings,5901.01,2021-11-01,35994.71,Mortgage,2023-09-03,2048-05-11 04:59:17.914622,3.52,Tommy,Brooks
Robert Mendez,evelynpatterson@example.org,759.294.8819,withdrawal,286.73,2020-04-24,Credit,1591.26,2019-08-22,0.0,Unknown,,,0.0,Robert,Mendez
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,365.94,2021-06-08,Credit,4250.13,2020-09-19,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48,Christopher,Harvey
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,365.94,2021-06-08,Credit,4250.13,2020-09-19,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95,Christopher,Harvey
Stacy Oliver,matthew64@example.net,+1-520-295-6567x57281,withdrawal,111.06,2022-08-02,Credit,5981.73,2020-06-08,0.0,Unknown,,,0.0,Stacy,Oliver
Jason Martin,isabella87@example.com,+1-990-327-2307x7625,deposit,129.75,2019-07-28,Checking,4797.54,2022-03-28,8419.93,Personal,2021-10-29,2038-03-25 04:59:17.908413,4.1,Jason,Martin
Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,withdrawal,108.9,2021-01-04,Checking,5272.84,2022-03-23,42684.76,Personal,2024-01-15,2048-02-15 04:59:17.905910,1.96,Jeremy,Jacobs
Vincent Patel,delacruzrobert@example.com,+1-958-663-1438,withdrawal,256.33,2022-06-05,Credit,1432.24,2023-02-20,36095.18,Personal,2020-01-18,2037-07-08 04:59:17.907126,4.43,Vincent,Patel
Vincent Patel,delacruzrobert@example.com,+1-958-663-1438,withdrawal,256.33,2022-06-05,Credit,1432.24,2023-02-20,13231.5,Auto,2021-02-11,2029-08-28 04:59:17.907471,5.89,Vincent,Patel
Vincent Patel,delacruzrobert@example.com,+1-958-663-1438,withdrawal,256.33,2022-06-05,Credit,1432.24,2023-02-20,34771.89,Mortgage,2020-09-07,2031-08-16 04:59:17.913676,6.08,Vincent,Patel
Anita Park,xpayne@example.net,806-211-4478x986,withdrawal,284.27,2019-03-21,Savings,4678.03,2020-08-06,0.0,Unknown,,,0.0,Anita,Park
Anita Park,xpayne@example.net,806-211-4478x986,deposit,447.2,2022-02-18,Checking,7676.38,2021-05-26,0.0,Unknown,,,0.0,Anita,Park
Crystal Burns,jbarry@example.net,001-295-729-2302,deposit,214.35,2019-03-26,Checking,4723.64,2023-09-20,0.0,Unknown,,,0.0,Crystal,Burns
Jose Davis,adam18@example.com,001-372-794-0132x70818,deposit,447.89,2023-01-25,Checking,9908.2,2022-07-19,0.0,Unknown,,,0.0,Jose,Davis
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,110.55,2024-02-05,Savings,2391.9,2020-09-17,25666.75,Auto,2023-05-09,2039-04-28 04:59:17.905741,6.84,Eric,Phillips
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,110.55,2024-02-05,Savings,2391.9,2020-09-17,23853.85,Personal,2024-01-30,2038-02-12 04:59:17.910713,7.41,Eric,Phillips
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,110.55,2024-02-05,Savings,2391.9,2020-09-17,8092.2,Personal,2021-08-18,2036-04-08 04:59:17.911277,2.85,Eric,Phillips
Crystal George,james32@example.com,(934)652-9829,withdrawal,386.76,2022-09-01,Savings,8865.78,2019-03-08,19426.95,Auto,2021-06-18,2027-09-17 04:59:17.906511,7.29,Crystal,George
Crystal George,james32@example.com,(934)652-9829,withdrawal,386.76,2022-09-01,Savings,8865.78,2019-03-08,13967.51,Mortgage,2023-04-29,2028-12-24 04:59:17.913098,6.27,Crystal,George
Jason Carroll,katherinewebb@example.org,001-314-231-6194x278,withdrawal,467.1,2019-10-04,Credit,7585.37,2019-08-11,48863.64,Mortgage,2021-11-26,2034-05-16 04:59:17.910271,2.42,Jason,Carroll
Jason Carroll,katherinewebb@example.org,001-314-231-6194x278,withdrawal,467.1,2019-10-04,Credit,7585.37,2019-08-11,48494.41,Auto,2019-02-16,2028-09-19 04:59:17.912166,3.62,Jason,Carroll
Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,withdrawal,84.98,2020-03-24,Credit,5388.75,2020-08-09,0.0,Unknown,,,0.0,Kenneth,Davis
Kim Stone,garrett28@example.org,001-668-236-9938,deposit,316.92,2024-01-17,Savings,6995.71,2019-04-05,0.0,Unknown,,,0.0,Kim,Stone
Crystal George,james32@example.com,(934)652-9829,deposit,331.85,2022-12-27,Checking,9829.08,2022-05-29,19426.95,Auto,2021-06-18,2027-09-17 04:59:17.906511,7.29,Crystal,George
Crystal George,james32@example.com,(934)652-9829,deposit,331.85,2022-12-27,Checking,9829.08,2022-05-29,13967.51,Mortgage,2023-04-29,2028-12-24 04:59:17.913098,6.27,Crystal,George
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,198.58,2021-04-01,Checking,8915.18,2022-06-17,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58,Sarah,Green
Kim Stone,garrett28@example.org,001-668-236-9938,withdrawal,361.25,2020-11-26,Savings,6995.71,2019-04-05,0.0,Unknown,,,0.0,Kim,Stone
Desiree Nelson,johnsonhaley@example.com,231.515.3313,withdrawal,296.02,2021-07-17,Savings,4492.62,2020-08-31,37664.6,Mortgage,2022-12-21,2033-01-26 04:59:17.906957,4.45,Desiree,Nelson
Robert Brown,andersonmason@example.net,+1-653-515-2636x153,withdrawal,473.48,2023-09-23,Checking,2099.71,2021-11-11,0.0,Unknown,,,0.0,Robert,Brown
Christopher Anderson,gwarner@example.com,2545902373,withdrawal,414.79,2023-02-04,Credit,7306.58,2021-08-01,36110.97,Mortgage,2022-05-30,2031-04-08 04:59:17.905508,6.9,Christopher,Anderson
Christopher Anderson,gwarner@example.com,2545902373,withdrawal,414.79,2023-02-04,Credit,7306.58,2021-08-01,25453.13,Mortgage,2022-07-25,2026-07-02 04:59:17.911685,5.76,Christopher,Anderson
Brian Dillon,swilson@example.net,001-699-957-2129x33878,deposit,399.56,2022-10-18,Checking,176.64,2019-04-22,38994.49,Auto,2020-12-24,2026-08-31 04:59:17.910448,5.55,Brian,Dillon
Scott Collins,veronica19@example.org,001-449-712-6361x791,deposit,63.68,2019-04-29,Savings,5071.66,2021-07-31,47203.82,Auto,2021-06-15,2044-11-15 04:59:17.907182,5.28,Scott,Collins
Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,deposit,417.56,2023-10-10,Savings,2901.49,2023-01-07,0.0,Unknown,,,0.0,Kenneth,Davis
